Id,Norte,Este,Expediente,Pueblo,Colonia_Ba,Territoria,Alcaldia,Fecha_de_I,Instalado
158,-99.001673,19.195377,187-RAITAP-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/17,Programa SCALL
159,-98.992367,19.218689,188-BLOLMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,MILPA ALTA,2022/05/19,Programa SCALL
160,-98.994704,19.173014,189-PEFLIN-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/06/03,Programa SCALL
161,-99.008256,19.201925,190-MENAMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/06/16,Programa SCALL
162,-99.027316,19.201965,191-TORIEL-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/05/06,Programa SCALL
163,-99.042458,19.213444,195-HULIGU-MIA-22,SAN PEDRO ATOCPAN,BO. NOCHTLA- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
164,-99.005588,19.193684,196-CAMEJU-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/30,Programa SCALL
165,-98.997727,19.172784,197-FLBEAR-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/05/18,Programa SCALL
166,-99.003057,19.196792,198-PEVAAL-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/09,Programa SCALL
167,-99.003038,19.196819,199-GOBECL-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/04,Programa SCALL
168,-99.055829,19.193335,200-GANACL-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
169,-98.997956,19.173262,202-FLGUPA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/06/11,Programa SCALL
170,-98.999645,19.172179,203-LICAYA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/05/05,Programa SCALL
171,-98.995466,19.192283,205-SOAGAL-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,SAN JUAN TEPENAHUAC- ZE,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
172,-99.035543,19.177877,206-ROLAIR-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/06/01,Programa SCALL
173,-99.035228,19.176296,207-JIMIMA-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/06/20,Programa SCALL
174,-99.026277,19.197462,208-MEVAHE-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/07/15,Programa SCALL
175,-99.000595,19.195203,209-MAMAPE-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/06/02,Programa SCALL
176,-98.998431,19.17477,210-ROPESI-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/06/24,Programa SCALL
177,-99.035248,19.17628,211-RULEGA-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/09/12,Programa SCALL
178,-99.049473,19.203689,212-FLGAFE-MIA-22,SAN PEDRO ATOCPAN,BARRIO NOCHTLA,NO APLICA,MILPA ALTA,2022/05/17,Programa SCALL
179,-99.004084,19.200506,213-PIVADI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/06/16,Programa SCALL
180,-99.008866,19.201867,214-ESSAMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/06/25,Programa SCALL
181,-99.013657,19.185351,215-PENAPA-MIA-22,VILLA MILPA ALTA,BO. SAN AGUSTIN- ZE,NO APLICA,MILPA ALTA,2022/12/08,Programa SCALL
182,-99.008866,19.201867,216-ROESAD-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/07/09,Programa SCALL
183,-98.998617,19.192307,217-CRPEKA-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,SAN JERONIMO MIACATLAN- ZE,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
184,-99.001479,19.194638,218-PIZAMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/09,Programa SCALL
185,-99.024145,19.198567,219-GOFLJO-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/05/06,Programa SCALL
186,-99.031442,19.20255,221-PABAJU-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/05/06,Programa SCALL
187,-98.998927,19.172939,222-SAACAG-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/05/05,Programa SCALL
188,-99.004551,19.196229,223-MEGAJU-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/10,Programa SCALL
189,-99.045557,19.176614,224-GARAAU-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
190,-98.990585,19.171833,226-MEGOJE-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/07/21,Programa SCALL
191,-99.004834,19.197681,227-GAQUED-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/12,Programa SCALL
192,-99.005381,19.197921,228-MAROMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/17,Programa SCALL
193,-99.031207,19.199897,229-RORELE-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/05/13,Programa SCALL
194,-99.004326,19.197921,230-HEHEMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/17,Programa SCALL
195,-99.004066,19.201196,231-CRSOCA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/17,Programa SCALL
196,-99.093774,19.192169,233-PRCOED-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/16,Programa SCALL
197,-99.00371,19.201456,234-MOREBA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/26,Programa SCALL
198,-99.045924,19.176364,235-RASOEN-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
199,-99.006941,19.198576,236-MOQUBR-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/12,Programa SCALL
200,-98.998068,19.188809,237-MOMEJO-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/05/04,Programa SCALL
201,-99.093774,19.192169,238-CAPRVA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/16,Programa SCALL
202,-98.992365,19.188291,239-GUSAMA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,SAN JUAN TEPENAHUAC- ZE,NO APLICA,MILPA ALTA,2022/12/08,Programa SCALL
203,-98.998411,19.174828,240-MOVIRO-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/05/30,Programa SCALL
204,-99.019828,19.198538,241-VAREJU-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/06/15,Programa SCALL
205,-99.089211,19.192544,242-ROOLGA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/31,Programa SCALL
206,-98.999998,19.19479,243-GONAJU-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/08/23,Programa SCALL
207,-99.000754,19.173244,244-NOBLMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
208,-99.088875,19.193696,245-FEORIS-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/13,Programa SCALL
209,-99.00527,19.199108,246-HEJIDI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/09,Programa SCALL
210,-99.001335,19.169912,248-ROPAMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
211,-99.005243,19.198475,249-HEJUMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/12,Programa SCALL
212,-99.005277,19.198451,251-GAZAFA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/09,Programa SCALL
213,-98.994467,19.18839,252-FLBORO-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/06/04,Programa SCALL
214,-99.021923,19.195118,253-MURAMA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/05/13,Programa SCALL
215,-98.996551,19.19189,254-MAALMA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,SAN JUAN TEPENAHUAC- ZE,NO APLICA,MILPA ALTA,2022/12/07,Programa SCALL
216,-99.094362,19.189843,255-CHHEMA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/06,Programa SCALL
217,-98.995271,19.188741,256-ROGAAN-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/06/04,Programa SCALL
218,-98.991878,19.190631,257-ROPOMA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/06/20,Programa SCALL
219,-99.001038,19.17286,258-MAGUNO-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
220,-99.005345,19.198743,259-CAQUNA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/09,Programa SCALL
221,-99.094124,19.189962,260-CHVEAR-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/06,Programa SCALL
222,-99.022451,19.19647,261-ROGAEL-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/05/10,Programa SCALL
223,-99.005377,19.198528,262-MORUCA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/12,Programa SCALL
224,-98.999057,19.175084,264-GUAGCL-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/06/03,Programa SCALL
225,-99.022333,19.196438,265-ROGALI-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/06/23,Programa SCALL
226,-98.998109,19.222141,266-VADEJO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,MILPA ALTA,2022/05/27,Programa SCALL
227,-99.006531,19.191483,267-CATOMA-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/05/19,Programa SCALL
228,-99.017713,19.193831,268-GUENEF-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/05/13,Programa SCALL
229,-99.023443,19.197437999999998,271-RIGAGA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/05/13,Programa SCALL
230,-99.019463,19.194457,272-GOALRE-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/07/14,Programa SCALL
231,-99.017982,19.193484,274-ACVIAN-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/05/20,Programa SCALL
232,-99.023217,19.199087,275-ARROJA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/07/14,Programa SCALL
233,-99.046486,19.217395,276-LOMUCL-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
234,-99.044287,19.210924,277-CABAMA-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/13,Programa SCALL
235,-99.044624,19.218284,278-HEFUPA-MIA-22,SAN PEDRO ATOCPAN,CUAUHTONCO,NO APLICA,MILPA ALTA,2022/11/25,Programa SCALL
236,-99.048033,19.199857,279-ELGURA-MIA-22,SAN PEDRO ATOCPAN,BARRIO PANCHIMALCO,NO APLICA,MILPA ALTA,2022/06/10,Programa SCALL
237,-99.050388,19.199796,280-MAGOMA-MIA-22,SAN PEDRO ATOCPAN,BARRIO OCOTITLA,NO APLICA,MILPA ALTA,2022/06/21,Programa SCALL
238,-99.060973,19.212283,281-AGGOEN-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
239,-99.005133,19.212244,282-LOALOR-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/10/27,Programa SCALL
240,-99.091526,19.190641,283-CRMOLU-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/23,Programa SCALL
241,-99.071393,19.206457,284-ESFUSU-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/22,Programa SCALL
242,-99.04874,19.197477,285-MOVEJE-MIA-22,SAN PEDRO ATOCPAN,BARRIO PANCHIMALCO,NO APLICA,MILPA ALTA,2022/06/21,Programa SCALL
243,-99.007516,19.195459,286-MEBRSA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/12,Programa SCALL
244,-99.047197,19.200241,288-ESDIRO-MIA-22,SAN PEDRO ATOCPAN,BARRIO PANCHIMALCO,NO APLICA,MILPA ALTA,2022/05/31,Programa SCALL
245,-99.007262,19.195843,289-CABEDA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/30,Programa SCALL
246,-98.990066,19.221163,291-HEMOMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,MILPA ALTA,2022/05/02,Programa SCALL
247,-99.088934,19.194524,292-PEVASU-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/16,Programa SCALL
248,-98.998753,19.174981,293-PASAAG-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/05/30,Programa SCALL
249,-98.9981,19.174159,295-MECHHO-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
250,-99.091219,19.190004,296-BAMAYA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/23,Programa SCALL
251,-98.999393,19.172797,297-SABLRO-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
252,-99.066747,19.205052,298-SAVAKA-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/06,Programa SCALL
253,-99.0483,19.203477,299-CAORRO-MIA-22,SAN PEDRO ATOCPAN,BARRIO NOCHTLA,NO APLICA,MILPA ALTA,2022/06/15,Programa SCALL
254,-98.999738,19.172099,300-LIFLGE-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
255,-99.091368,19.1968,301-COTEJE-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/12/08,Programa SCALL
256,-99.05237,19.199885,302-SUMENA-MIA-22,SAN PEDRO ATOCPAN,BARRIO OCOTITLA,NO APLICA,MILPA ALTA,2022/05/24,Programa SCALL
257,-99.007578,19.195112,303-ITCRJA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/06/08,Programa SCALL
258,-99.008271,19.198418,304-SAGOEN-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/09/28,Programa SCALL
259,-99.008066,19.19716,306-PAMAAI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/06/02,Programa SCALL
260,-98.998666,19.19686,307-ARBAER-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/09,Programa SCALL
261,-99.07032,19.181702,308-GRAVDO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/18,Programa SCALL
262,-99.007001,19.196746,309-GUTOAS-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/12,Programa SCALL
263,-99.007929,19.194705,310-OLMAFR-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/06/25,Programa SCALL
264,-98.994656,19.172318,311-ORRIIN-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/05/18,Programa SCALL
265,-99.006692,19.196521,314-GUHEIS-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/06/02,Programa SCALL
266,-99.005489,19.197952,315-ROGAEP-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/09,Programa SCALL
267,-99.047599,19.200874,317-ESROAN-MIA-22,SAN PEDRO ATOCPAN,BARRIO NOCHTLA,NO APLICA,MILPA ALTA,2022/05/31,Programa SCALL
268,-98.994946,19.172329,318-ORANOL-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/06/03,Programa SCALL
269,-99.010056,19.197376,319-OLMESA-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/09,Programa SCALL
270,-98.995217,19.170727,320-ALROLE-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/05/25,Programa SCALL
271,-99.055323,19.210698,322-ORARMA-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
272,-99.093762,19.188834,324-FLVEMA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/16,Programa SCALL
273,-98.994383,19.16839,325-RIPEDA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
274,-98.998875,19.226481,326-PAVAGE-MIA-22,SAN ANTONIO TECOMITL,BARRIO TECAXTITLA,NO APLICA,MILPA ALTA,2022/08/31,Programa SCALL
275,-98.996001,19.170828,328-ALVIAN-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/06/24,Programa SCALL
276,-99.047464,19.199962,329-ESROAN-MIA-22,SAN PEDRO ATOCPAN,BARRIO PANCHIMALCO,NO APLICA,MILPA ALTA,2022/05/24,Programa SCALL
277,-98.994985,19.172882,330-MEROMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/07/18,Programa SCALL
278,-99.094027,19.189219,331-LUCACA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/16,Programa SCALL
279,-99.091777,19.189768,332-MACAMA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/31,Programa SCALL
280,-99.045242,19.202669,335-OSORJE-MIA-22,SAN PEDRO ATOCPAN,BARRIO NOCHTLA,NO APLICA,MILPA ALTA,2022/05/23,Programa SCALL
281,-98.992795,19.168709,337-MAYEMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
282,-99.086981,19.19662,340-CARORU-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/06,Programa SCALL
283,-98.991828,19.168171,341-GACAAR-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/05/18,Programa SCALL
284,-99.048821,19.204255,342-MAMAJO-MIA-22,SAN PEDRO ATOCPAN,BARRIO TULA,NO APLICA,MILPA ALTA,2022/05/23,Programa SCALL
285,-99.091766,19.189778,343-CAROMA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/31,Programa SCALL
286,-98.991522,19.169646,344-MARONA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
287,-99.004324,19.177638,345-MAOREL-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
288,-99.021606,19.184401,346-ARROIV-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/05/06,Programa SCALL
289,-99.088804,19.195436,347-RAARNE-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/16,Programa SCALL
290,-99.088566,19.195706,348-ROGAAZ-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/16,Programa SCALL
291,-99.006826,19.181133,349-RARIDI-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA XOLCO,NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
292,-99.089039,19.19619,350-ROGANA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/16,Programa SCALL
293,-99.000624,19.170573,351-RAPANO-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/06/03,Programa SCALL
294,-99.002619,19.178008,352-AGFLAN-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
295,-99.006422,19.181127,353-GORILA-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA XOLCO,NO APLICA,MILPA ALTA,2022/05/11,Programa SCALL
296,-99.003769,19.195624,355-RAROGI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/07/21,Programa SCALL
297,-99.000763,19.182315,356-NOGAIR-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/06/20,Programa SCALL
298,-99.002426,19.19319,357-MOPEMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/09,Programa SCALL
299,-99.085352,19.197717,358-LURELE-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/12/20,Programa SCALL
300,-99.002812,19.198628,359-LOHEMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,SAN FRANCISCO TECOXPA- ZE,NO APLICA,MILPA ALTA,2022/12/10,Programa SCALL
301,-99.000922,19.195333,360-GOCRAL-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/26,Programa SCALL
302,-98.992078,19.169117,361-VIMALA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/05/18,Programa SCALL
303,-99.05237,19.199885,362-SUMEMO-MIA-22,SAN PEDRO ATOCPAN,BARRIO OCOTITLA,NO APLICA,MILPA ALTA,2022/05/24,Programa SCALL
304,-99.005026,19.195987,364-MEGOAN-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/12,Programa SCALL
305,-98.995797,19.174356,365-SEVIAN-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/09/22,Programa SCALL
306,-99.093721,19.191843,366-ROGAVI-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/05/16,Programa SCALL
307,-99.005465,19.193885,367-ROPIEN-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/05/12,Programa SCALL
308,-98.996321,19.186391,368-ESESAN-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/06/20,Programa SCALL
309,-99.04814,19.195785,369-SOGUBL-MIA-22,SAN PEDRO ATOCPAN,BARRIO OCOTITLA,NO APLICA,MILPA ALTA,2022/07/19,Programa SCALL
